source,confidence,target,weight
ETS1,C,IDI1,1.0
ESR1,C,SLC13A3,1.0
ETS1,C,ICAM4,1.0
ETS1,C,HRH1,1.0
ETS1,C,IGF2R,1.0
ETS1,C,HPS5,1.0
ETS1,C,JMJD6,1.0
ETS1,C,KATNA1,1.0
ESR1,C,RPS6KL1,1.0
ETS1,C,KLHL21,1.0
KLF6,C,ETS1,1.0
ESR1,C,RRBP1,1.0
ETS1,C,KIFC1,1.0
ETS1,C,KIF4A,1.0
ETS1,C,KAT5,1.0
ETS1,C,MATCAP1,1.0
ETS1,C,KHDRBS1,1.0
ESR1,C,SCNN1A,1.0
ETS1,C,KCTD5,1.0
ESR1,C,SCYL3,1.0
ESR1,C,SDC3,1.0
ESR1,C,SEC24D,1.0
ETS1,C,KIAA0232,1.0
ESR1,C,RPL37A,1.0
ESR1,C,SLC28A3,1.0
ESR1,C,SLC29A1,1.0
ETS1,C,GPATCH2L,1.0
ETS1,C,GOLGA8A,1.0
ETS1,C,GNPTG,1.0
ESR1,C,SOX6,1.0
ETS1,C,GMNN,1.0
ETS1,C,GJA5,1.0
ESR1,C,SNX9,1.0
ETS1,C,GGA1,1.0
ESR1,C,SPATA21,1.0
ETS1,C,GATAD1,1.0
ESR1,C,SPATA7,1.0
ESR1,C,SPECC1,1.0
ESR1,C,SPIRE2,1.0
ETS1,C,FREM3,1.0
ETS1,C,GEMIN8,1.0
ETS1,C,HOXC4,1.0
ETS1,C,GPSM3,1.0
ETS1,C,GRAMD2B,1.0
ESR1,C,SLC35B2,1.0
ESR1,C,SLC39A4,1.0
ETS1,C,HNRNPD,1.0
ESR1,C,SLC43A2,1.0
ETS1,C,HMGB1,1.0
ETS1,C,HMGA1,1.0
ESR1,C,SNX5,1.0
ESR1,C,SLC6A17,1.0
ETS1,C,HINFP,1.0
ESR1,C,SLC9A8,1.0
ETS1,C,H4C4,1.0
ESR1,C,SNTG1,1.0
ETS1,C,GSAP,1.0
ETS1,C,GRM4,1.0
ESR1,C,SLC7A10,1.0
FOS,C,KLC4,1.0
ETS1,C,KRT77,1.0
ETS1,C,L1CAM,1.0
ETS1,C,MTHFSD,1.0
ESR1,C,PROP1,1.0
ETS1,C,MTERF1,1.0
ETS1,C,MSL1,1.0
ETS1,C,MSANTD2,1.0
ETS1,C,MRPS22,1.0
ETS1,C,MTMR14,1.0
ETS1,C,MRPL54,1.0
ETS1,C,MRPL13,1.0
ETS1,C,MRM2,1.0
ETS1,C,MPZL3,1.0
ETS1,C,MON1B,1.0
ETS1,C,MLEC,1.0
ETS1,C,MIR9-1HG,1.0
ETS1,C,MRPL3,1.0
ETS1,C,MINDY3,1.0
ETS1,C,MTMR4,1.0
ETS1,C,MYO1A,1.0
ESR1,C,PLEKHG5,1.0
ESR1,C,PLEKHG6,1.0
ETS1,C,NF1,1.0
ETS1,C,NELFB,1.0
ETS1,C,NEK8,1.0
ESR1,C,PML,1.0
ESR1,C,PRICKLE1,1.0
ESR1,C,POU2F3,1.0
ETS1,C,NDUFA13,1.0
ESR1,C,PPM1M,1.0
ETS1,C,NAV1,1.0
ETS1,C,NAA40,1.0
ETS1,C,MZF1,1.0
ESR1,C,PPP2R3A,1.0
ETS1,C,NDUFC2,1.0
ESR1,C,RPL18A,1.0
ETS1,C,MIGA2,1.0
ESR1,C,RALGDS,1.0
ETS1,C,LTC4S,1.0
ETS1,C,LSM5,1.0
ESR1,C,RFNG,1.0
ETS1,C,LRRC20,1.0
ESR1,C,RGL2,1.0
ETS1,C,LRFN4,1.0
ESR1,C,RENBP,1.0
ETS1,C,LOXL2,1.0
ETS1,C,LIG4,1.0
ETS1,C,LENG1,1.0
ETS1,C,LEMD3,1.0
ETS1,C,LEFTY1,1.0
ETS1,C,LDAH,1.0
ESR1,C,RNPEPL1,1.0
ETS1,C,LMBRD1,1.0
ETS1,C,MICOS10,1.0
ETS1,C,LTN1,1.0
ETS1,C,LYRM2,1.0
ESR1,C,RANBP1,1.0
ETS1,C,METTL3,1.0
ETS1,C,METTL21A,1.0
ETS1,C,MED18,1.0
ETS1,C,MED17,1.0
ETS1,C,MECOM,1.0
ETS1,C,LYRM1,1.0
ETS1,C,MDS2,1.0
ETS1,C,MCAM,1.0
ETS1,C,MBTPS2,1.0
ETS1,C,MAP3K7,1.0
ETS1,C,MAGED1,1.0
ETS1,C,MADD,1.0
ETS1,C,MAD2L1BP,1.0
ETS1,C,MCRS1,1.0
HNF4A,C,DOK7,1.0
FOS,C,KLF10,1.0
FOS,C,KLHDC7A,1.0
ELF1,C,NFE2L2,1.0
ELF1,C,NEDD4L,1.0
ELF1,C,MYO9B,1.0
ELF1,C,MED15,1.0
ELF1,C,MBNL1,1.0
ELF1,C,MAP1LC3B,1.0
ELF1,C,MAFK,1.0
ELF1,C,LSM4,1.0
FOXA1,C,FUT10,1.0
ELF1,C,LARP4B,1.0
ELF1,C,KLF9,1.0
FOXA1,C,GABRR3,1.0
FOXA1,C,GALNT10,1.0
FOXA1,C,GALNT14,1.0
ELF1,C,IGF2R,1.0
FOXA1,C,GBE1,1.0
FOXA1,C,GC,1.0
ELF1,C,DPP9,1.0
ELF1,C,DYRK1A,1.0
FOXA1,C,GOPC,1.0
ELF1,C,FAAP20,1.0
FOXA1,C,GMFB,1.0
ELF1,C,FNDC3B,1.0
FOXA1,C,FOXO3,1.0
FOXA1,C,GLRA3,1.0
ELF1,C,FOXO3,1.0
FOXA1,C,GLDN,1.0
FOXA1,C,GHRH,1.0
ELF1,C,GATAD2A,1.0
FOXA1,C,GDF15,1.0
FOXA1,C,GCNT2,1.0
ELF1,C,FOXN3,1.0
ELF1,C,PCBP1,1.0
ELF1,C,PRKCH,1.0
ELF1,C,PTPA,1.0
FOXA1,C,FBXO11,1.0
FOXA1,C,FBXL18,1.0
ELF1,C,TRIB1,1.0
ELF1,C,TSNARE1,1.0
FOXA1,C,FASTKD1,1.0
FOXA1,C,FAM53B,1.0
FOXA1,C,FBXO48,1.0
ELF1,C,TSPAN14,1.0
ELF1,C,ZFYVE28,1.0
FOXA1,C,FAM120B,1.0
FOXA1,C,FAM107B,1.0
ELF1,C,ZNF217,1.0
ELF3,C,ADGRF1,1.0
ELF3,C,ADGRV1,1.0
ELF1,C,UBE2H,1.0
FOXA1,C,GPHN,1.0
ELF1,C,TACC1,1.0
FOXA1,C,FDFT1,1.0
FOXA1,C,FNDC1,1.0
FOXA1,C,FMN1,1.0
FOXA1,C,FLT3,1.0
ELF1,C,PTTG1IP,1.0
FOXA1,C,FKBP15,1.0
ELF1,C,RNF213,1.0
FOXA1,C,FCHO2,1.0
ELF1,C,RNF38,1.0
ELF1,C,SEC14L1,1.0
ELF1,C,SGMS1,1.0
ELF1,C,SIN3A,1.0
ELF1,C,SREBF1,1.0
FOXA1,C,FGD4,1.0
ELF1,C,STK24,1.0
ELF1,C,SBNO2,1.0
ELF1,C,DDX3X,1.0
ELF1,C,CYRIB,1.0
FOXA1,C,GRB14,1.0
FOXA1,C,KCNJ16,1.0
FOXA1,C,KCND3,1.0
EHF,C,FBXO32,1.0
FOXA1,C,KARS1,1.0
EHF,C,GRB7,1.0
EHF,C,KTI12,1.0
EHF,C,FAM3D,1.0
EHF,C,LIMD1,1.0
EHF,C,LIPH,1.0
FOXA1,C,ITPRID1,1.0
EHF,C,MAP3K13,1.0
EHF,C,MYH14,1.0
FOXA1,C,ISX,1.0
EHF,C,MYO5B,1.0
FOXA1,C,IVNS1ABP,1.0
FOXA1,C,INTU,1.0
EGR2,C,TP73,1.0
EGR1,C,ZNF821,1.0
FOXA1,C,LEPR,1.0
FOXA1,C,LCP2,1.0
FOXA1,C,LCP1,1.0
EGR1,C,ZNF512B,1.0
FOXA1,C,LAMA4,1.0
EGR1,C,ZNF581,1.0
EGR2,C,SPINT1,1.0
FOXA1,C,KRT13,1.0
FOXA1,C,KLRC2,1.0
EGR1,C,ZNF584,1.0
FOXA1,C,KLHL6,1.0
FOXA1,C,KIT,1.0
FOXA1,C,KIF2A,1.0
EGR1,C,ZNF664,1.0
FOXA1,C,KLRG1,1.0
ELF3,C,ALCAM,1.0
FOXA1,C,INTS6,1.0
EHF,C,PMM2,1.0
EHF,C,WWC1,1.0
EHF,C,ZFP62,1.0
FOXA1,C,HELZ,1.0
ELF1,C,ADCY7,1.0
ELF1,C,AFF1,1.0
FOXA1,C,H2AC15,1.0
EHF,C,WIPF2,1.0
ELF1,C,ANKMY1,1.0
ELF1,C,ARHGDIA,1.0
ELF1,C,ASAP1,1.0
ELF1,C,ASPSCR1,1.0
ELF1,C,CAST,1.0
ELF1,C,CDC42SE2,1.0
ELF1,C,CHD9,1.0
ELF1,C,ARHGAP12,1.0
FOXA1,C,INSL4,1.0
FOXA1,C,HLF,1.0
FOXA1,C,HMGCR,1.0
FOXA1,C,INMT,1.0
EHF,C,SPTBN2,1.0
FOXA1,C,IL6ST,1.0
FOXA1,C,IL21,1.0
FOXA1,C,IL2,1.0
EHF,C,TMC5,1.0
EHF,C,WDR55,1.0
FOXA1,C,IL16,1.0
EHF,C,TTC14,1.0
EHF,C,USP8,1.0
FOXA1,C,IBTK,1.0
FOXA1,C,HTR4,1.0
FOXA1,C,HTATSF1,1.0
FOXA1,C,HRH1,1.0
FOXA1,C,IGSF5,1.0
EGR1,C,ZNF480,1.0
ELF3,C,ARHGAP12,1.0
ELF3,C,ARHGAP42,1.0
FOXA1,C,CEP57L1,1.0
FOXA1,C,CHAD,1.0
FOXA1,C,CHCHD3,1.0
ELF5,C,PTPN6,1.0
FOXA1,C,CKAP5,1.0
ELF5,C,PTK2B,1.0
FOXA1,C,CLN3,1.0
FOXA1,C,CLUL1,1.0
ELF5,C,NCBP2,1.0
FOXA1,C,CNEP1R1,1.0
ELF5,C,MRPL52,1.0
ELF5,C,LIMD1,1.0
ELF5,C,KRT8,1.0
ELF5,C,KDM5A,1.0
ELF5,C,FFAR4,1.0
ELF5,C,ELOVL6,1.0
FOXA1,C,CORO2B,1.0
ELF3,C,SLX4IP,1.0
ELF3,C,SPRED2,1.0
FOXA1,C,CYP39A1,1.0
FOXA1,C,CYP2C8,1.0
ELF3,C,ST14,1.0
FOXA1,C,CYP27C1,1.0
FOXA1,C,CEP152,1.0
ELF3,C,TACC2,1.0
ELF3,C,TSPAN15,1.0
ELF3,C,WWC1,1.0
ELF5,C,CCDC77,1.0
FOXA1,C,CPOX,1.0
ELF5,C,CHCHD2,1.0
FOXA1,C,CP,1.0
ELF3,C,TNIP1,1.0
FOXA1,C,CEP135,1.0
ELF5,C,PYROXD2,1.0
ELF5,C,RAD50,1.0
FOXA1,C,CCNP,1.0
FOXA1,C,CCDC178,1.0
ELK1,C,APOM,1.0
FOXA1,C,CAV2,1.0
FOXA1,C,CAV1,1.0
FOXA1,C,CATSPERB,1.0
ELK1,C,ACTB,1.0
ELK1,C,ARID4A,1.0
ELK1,C,AURKAIP1,1.0
ELK1,C,BAG6,1.0
FOXA1,C,CALCOCO2,1.0
ELK1,C,CCDC9,1.0
ELK1,C,CDC45,1.0
ELK1,C,CDK9,1.0
ELK1,C,ATP13A1,1.0
FOXA1,C,DAPK1,1.0
FOXA1,C,CD101,1.0
FOXA1,C,CD44,1.0
FOXA1,C,CENPI,1.0
ELF5,C,RBM34,1.0
FOXA1,C,CECR2,1.0
ELF5,C,SLX4IP,1.0
FOXA1,C,CDKN1A,1.0
FOXA1,C,CDKL5,1.0
ELF5,C,VTCN1,1.0
ELF5,C,SMG7,1.0
ELF5,C,SUDS3,1.0
FOXA1,C,CDIN1,1.0
FOXA1,C,CDH5,1.0
FOXA1,C,CDH26,1.0
FOXA1,C,CDH19,1.0
ELF5,C,TTC14,1.0
ELF5,C,SNRPB2,1.0
FOXA1,C,DAPP1,1.0
FOXA1,C,DAZL,1.0
FOXA1,C,DCBLD1,1.0
ELF3,C,HABP2,1.0
ELF3,C,HK2,1.0
FOXA1,C,EID2,1.0
ELF3,C,LPP,1.0
ELF3,C,MAL2,1.0
ELF3,C,MCC,1.0
FOXA1,C,ELK3,1.0
FOXA1,C,EEPD1,1.0
FOXA1,C,EAPP,1.0
ELF3,C,MYEOV,1.0
ELF3,C,NEDD4L,1.0
FOXA1,C,DYNC1LI1,1.0
ELF3,C,NFIA,1.0
ELF3,C,PLA2G4A,1.0
ELF3,C,MEIS1,1.0
ELF3,C,PLA2G6,1.0
ELF3,C,GRHL2,1.0
ELF3,C,GMDS,1.0
ELF3,C,ARSG,1.0
ELF3,C,ATP2A2,1.0
FOXA1,C,ESPNL,1.0
ELF3,C,BARX2,1.0
ELF3,C,CDCP1,1.0
ELF3,C,CFTR,1.0
FOXA1,C,EML5,1.0
ELF3,C,CTNNBIP1,1.0
FOXA1,C,EPS8L2,1.0
ELF3,C,DOCK4,1.0
ELF3,C,F2RL1,1.0
FOXA1,C,EPHA1,1.0
ELF3,C,FAT1,1.0
FOXA1,C,EPB41,1.0
ELF3,C,CYP24A1,1.0
ELF3,C,ARHGAP32,1.0
FOXA1,C,DSE,1.0
FOXA1,C,DRD3,1.0
FOXA1,C,DIPK1A,1.0
ELF3,C,SEMA4B,1.0
ELF3,C,SEPTIN9,1.0
FOXA1,C,DHRS7,1.0
FOXA1,C,DHCR24,1.0
ELF3,C,SH3TC2,1.0
FOXA1,C,DIXDC1,1.0
FOXA1,C,DEPDC5,1.0
ELF3,C,SLC37A1,1.0
ELF3,C,SLC39A11,1.0
FOXA1,C,DEFB112,1.0
FOXA1,C,DCN,1.0
ELF3,C,SLC44A3,1.0
FOXA1,C,DCHS2,1.0
FOXA1,C,DENND2B,1.0
FOXA1,C,DROSHA,1.0
FOXA1,C,DLC1,1.0
ELF3,C,RNF43,1.0
ELF3,C,PLD1,1.0
FOXA1,C,DPF3,1.0
FOXA1,C,DPAGT1,1.0
FOXA1,C,DOCK9,1.0
ELF3,C,PLEKHG3,1.0
ELF3,C,PTK2B,1.0
ELF3,C,RUNX1,1.0
ELF3,C,PTPRE,1.0
FOXA1,C,DNAJC16,1.0
FOXA1,C,DNAH7,1.0
ELF3,C,RABGAP1L,1.0
FOXA1,C,DMD,1.0
FOXA1,C,DMC1,1.0
ELF3,C,RBM47,1.0
FOXA1,C,DNPEP,1.0
ELK1,C,CEP95,1.0
EGR1,C,ZNF436,1.0
FOXA1,C,LIPJ,1.0
FOXA1,C,SBK2,1.0
FOXA1,C,SCAMP5,1.0
EGR1,C,SPOPL,1.0
FOXA1,C,SCLY,1.0
FOXA1,C,SDCBP2,1.0
EGR1,C,SPATA20,1.0
FOXA1,C,SEMA6A,1.0
FOXA1,C,SERPINA6,1.0
FOXA1,C,SERPINA9,1.0
FOXA1,C,SERPINB6,1.0
FOXA1,C,SERPIND1,1.0
FOXA1,C,SH3BGR,1.0
FOXA1,C,SH3GL1,1.0
EGR1,C,SPAG7,1.0
EGR1,C,SORCS3,1.0
FOXA1,C,SIN3B,1.0
EGR1,C,SNX25,1.0
EGR1,C,SLC37A2,1.0
FOXA1,C,SNCA,1.0
EGR1,C,SLC50A1,1.0
FOXA1,C,SMC1B,1.0
EGR1,C,SLC6A3,1.0
FOXA1,C,SLC7A2,1.0
FOXA1,C,SAMD3,1.0
FOXA1,C,SLC5A6,1.0
EGR1,C,SMYD5,1.0
FOXA1,C,SLC35C2,1.0
FOXA1,C,SLC25A19,1.0
FOXA1,C,SLC24A2,1.0
EGR1,C,SNAP25,1.0
EGR1,C,SNTG2,1.0
FOXA1,C,SLC38A2,1.0
FOXA1,C,RUFY3,1.0
FOXA1,C,RPGRIP1,1.0
FOXA1,C,RPF1,1.0
EGR1,C,STAT1,1.0
FOXA1,C,RANGAP1,1.0
FOXA1,C,RANBP17,1.0
FOXA1,C,RADX,1.0
EGR1,C,STX17,1.0
EGR1,C,STX4,1.0
EGR1,C,STAG3,1.0
EGR1,C,SURF1,1.0
FOXA1,C,PTN,1.0
FOXA1,C,PTGES2,1.0
FOXA1,C,PTCH1,1.0
FOXA1,C,PSPC1,1.0
FOXA1,C,PSMD7,1.0
FOXA1,C,PSMD5,1.0
EGR1,C,SVOPL,1.0
FOXA1,C,SNRNP40,1.0
EGR1,C,ST8SIA6,1.0
EGR1,C,ST3GAL5,1.0
FOXA1,C,RNLS,1.0
FOXA1,C,RNF19A,1.0
FOXA1,C,RNF13,1.0
FOXA1,C,RIOK3,1.0
EGR1,C,SRXN1,1.0
FOXA1,C,RIMKLB,1.0
EGR1,C,ST6GALNAC6,1.0
FOXA1,C,RHOH,1.0
FOXA1,C,RGS21,1.0
FOXA1,C,RGS1,1.0
FOXA1,C,RGPD6,1.0
FOXA1,C,RFLNA,1.0
EGR1,C,SSTR2,1.0
FOXA1,C,RDX,1.0
FOXA1,C,RGS7,1.0
EGR1,C,SLC30A3,1.0
FOXA1,C,SOSTDC1,1.0
EGR1,C,SLC18A2,1.0
EGR1,C,RTN4RL2,1.0
FOXA1,C,TMEM98,1.0
FOXA1,C,TMEM63A,1.0
FOXA1,C,TMEM39B,1.0
FOXA1,C,TMEM205,1.0
FOXA1,C,TMEM178A,1.0
FOXA1,C,TOP2B,1.0
FOXA1,C,TMCC2,1.0
EGR1,C,RXRA,1.0
EGR1,C,S100A4,1.0
EGR1,C,SAMD14,1.0
EGR1,C,SATB1,1.0
FOXA1,C,TIA1,1.0
FOXA1,C,THAP9,1.0
FOXA1,C,TM9SF3,1.0
EGR1,C,SCAMP2,1.0
FOXA1,C,TP53INP2,1.0
EGR1,C,RPS2,1.0
FOXA1,C,TYRP1,1.0
EGR1,C,RGS12,1.0
FOXA1,C,TTC7B,1.0
FOXA1,C,TTC21B,1.0
EGR1,C,RHOD,1.0
FOXA1,C,TSPAN4,1.0
EGR1,C,RPUSD1,1.0
EGR1,C,RNF145,1.0
FOXA1,C,TRIQK,1.0
EGR1,C,RNFT1,1.0
FOXA1,C,TRIB1,1.0
FOXA1,C,TPRG1L,1.0
EGR1,C,ROGDI,1.0
FOXA1,C,TPR,1.0
FOXA1,C,TRPC4AP,1.0
FOXA1,C,PSMB2,1.0
FOXA1,C,TGIF1,1.0
FOXA1,C,TFAP2D,1.0
EGR1,C,SFXN2,1.0
EGR1,C,SGMS2,1.0
FOXA1,C,STX3,1.0
EGR1,C,SH3BP4,1.0
EGR1,C,SHH,1.0
EGR1,C,SIN3B,1.0
FOXA1,C,SYNPO2,1.0
FOXA1,C,SRD5A3,1.0
EGR1,C,SLC11A2,1.0
FOXA1,C,SPATA7,1.0
FOXA1,C,SPART,1.0
FOXA1,C,SPAG9,1.0
FOXA1,C,SPACA5,1.0
FOXA1,C,SP100,1.0
FOXA1,C,SPINK13,1.0
EGR1,C,SCIN,1.0
EGR1,C,SFMBT2,1.0
EGR1,C,SETX,1.0
FOXA1,C,TEX30,1.0
FOXA1,C,TEX13B,1.0
FOXA1,C,TET2,1.0
EGR1,C,SECISBP2,1.0
FOXA1,C,TECTA,1.0
EGR1,C,SEH1L,1.0
FOXA1,C,TAB2,1.0
FOXA1,C,TCP11L1,1.0
EGR1,C,SENP8,1.0
EGR1,C,SEPTIN10,1.0
FOXA1,C,TBC1D16,1.0
FOXA1,C,TAX1BP1,1.0
FOXA1,C,TATDN3,1.0
FOXA1,C,TAF1B,1.0
EGR1,C,SEMA5B,1.0
FOXA1,C,LIPC,1.0
EGR1,C,SYT12,1.0
EGR1,C,SYT2,1.0
FOXA1,C,MTMR6,1.0
EGR1,C,VPS51,1.0
EGR1,C,VPS26A,1.0
FOXA1,C,MYLK3,1.0
FOXA1,C,MYO5B,1.0
EGR1,C,UTF1,1.0
EGR1,C,USP28,1.0
EGR1,C,USH1G,1.0
EGR1,C,USF2,1.0
EGR1,C,UPF3A,1.0
FOXA1,C,NCBP1,1.0
EGR1,C,UNC119B,1.0
FOXA1,C,NCOR1,1.0
FOXA1,C,NECAB1,1.0
FOXA1,C,NEDD4,1.0
EGR1,C,UBE2I,1.0
EGR1,C,UBE2E3,1.0
FOXA1,C,NUCB2,1.0
FOXA1,C,NT5M,1.0
FOXA1,C,NT5DC1,1.0
FOXA1,C,NRK,1.0
EGR1,C,TSPAN17,1.0
EGR1,C,TSPAN33,1.0
FOXA1,C,MSRA,1.0
FOXA1,C,NPEPPS,1.0
FOXA1,C,NMD3,1.0
EGR1,C,TTLL1,1.0
FOXA1,C,NIPAL2,1.0
EGR1,C,TUBB,1.0
EGR1,C,TUBB6,1.0
EGR1,C,UBE2E2,1.0
FOXA1,C,NOX5,1.0
FOXA1,C,MSH2,1.0
EGR1,C,VSTM2L,1.0
FOXA1,C,MLLT10,1.0
EGR1,C,ZC3H18,1.0
FOXA1,C,MANBA,1.0
EGR1,C,ZCCHC12,1.0
FOXA1,C,MAMDC2,1.0
EGR1,C,ZDHHC17,1.0
FOXA1,C,MACROD1,1.0
FOXA1,C,MAP2K6,1.0
FOXA1,C,MAB21L3,1.0
FOXA1,C,LRRC51,1.0
FOXA1,C,TOMT,1.0
FOXA1,C,LRRC37A3,1.0
EGR1,C,ZMYM4,1.0
EGR1,C,ZNF213,1.0
EGR1,C,ZNF250,1.0
FOXA1,C,LYPD6,1.0
EGR1,C,TRIM62,1.0
FOXA1,C,MAP3K8,1.0
FOXA1,C,MAP9,1.0
EGR1,C,VWA1,1.0
EGR1,C,WBP2,1.0
FOXA1,C,MINDY4,1.0
FOXA1,C,MIDEAS,1.0
FOXA1,C,MICU2,1.0
FOXA1,C,MFSD6,1.0
EGR1,C,ZC2HC1A,1.0
EGR1,C,WNT7A,1.0
EGR1,C,XYLT1,1.0
EGR1,C,YPEL2,1.0
FOXA1,C,MCHR1,1.0
FOXA1,C,MBL2,1.0
EGR1,C,ZBTB18,1.0
FOXA1,C,MARCHF10,1.0
EGR1,C,WRNIP1,1.0
FOXA1,C,NUP210L,1.0
EGR1,C,TRIM24,1.0
FOXA1,C,OPN3,1.0
FOXA1,C,PLCE1,1.0
FOXA1,C,PLA2G2A,1.0
FOXA1,C,PLA2G1B,1.0
EGR1,C,THNSL1,1.0
EGR1,C,THOP1,1.0
FOXA1,C,PJA1,1.0
EGR1,C,TENT5C,1.0
FOXA1,C,PITX2,1.0
EGR1,C,TIE1,1.0
FOXA1,C,PICALM,1.0
EGR1,C,TLCD3A,1.0
FOXA1,C,PHTF2,1.0
EGR1,C,TLCD4,1.0
FOXA1,C,PHLDA1,1.0
FOXA1,C,PITPNB,1.0
FOXA1,C,PHF3,1.0
FOXA1,C,PLEKHA7,1.0
FOXA1,C,PLEKHG6,1.0
FOXA1,C,PRMT2,1.0
FOXA1,C,PRKRIP1,1.0
FOXA1,C,PRKCQ,1.0
EGR1,C,TBC1D10A,1.0
EGR1,C,TBC1D2,1.0
FOXA1,C,PPP6R2,1.0
FOXA1,C,PLEKHA8,1.0
EGR1,C,TBXAS1,1.0
EGR1,C,TDRKH,1.0
FOXA1,C,PPFIA4,1.0
EGR1,C,TENT4A,1.0
FOXA1,C,POU2AF1,1.0
FOXA1,C,POLN,1.0
FOXA1,C,POLE2,1.0
FOXA1,C,PPHLN1,1.0
FOXA1,C,PRR34,1.0
FOXA1,C,PHF12,1.0
FOXA1,C,PFAS,1.0
EGR1,C,TMUB1,1.0
EGR1,C,TNFRSF12A,1.0
FOXA1,C,PAPPA,1.0
EGR1,C,TNK2,1.0
FOXA1,C,PAIP2B,1.0
EGR1,C,TNKS1BP1,1.0
EGR1,C,TMPRSS2,1.0
FOXA1,C,P4HA3,1.0
FOXA1,C,OTX2,1.0
FOXA1,C,OTOF,1.0
EGR1,C,TPM4,1.0
EGR1,C,TRAPPC8,1.0
FOXA1,C,OR6B1,1.0
FOXA1,C,OR4C12,1.0
EGR1,C,TOX2,1.0
FOXA1,C,PHC2,1.0
FOXA1,C,PARP6,1.0
EGR1,C,TMEM61,1.0
FOXA1,C,PER2,1.0
FOXA1,C,PELI2,1.0
FOXA1,C,PDXDC1,1.0
EGR1,C,TMED1,1.0
FOXA1,C,PDPN,1.0
EGR1,C,TMED9,1.0
EGR1,C,TMEM9B,1.0
EGR1,C,TMEM131,1.0
EGR1,C,TMEM134,1.0
EGR1,C,TMEM218,1.0
FOXA1,C,PCMTD1,1.0
EGR1,C,TMEM59L,1.0
FOXA1,C,PCDH17,1.0
FOXA1,C,PCBD1,1.0
EGR1,C,TMEM132C,1.0
ELK1,C,CGGBP1,1.0
FOXA1,C,CACNA1C,1.0
FOXA1,C,C1QTNF9B,1.0
EPAS1,C,ZMIZ1,1.0
FOS,C,RAI14,1.0
EPAS1,C,TSKU,1.0
EPAS1,C,TNS1,1.0
FOS,C,RARB,1.0
FOS,C,RASA3,1.0
EPAS1,C,TGM2,1.0
FOS,C,RBMXL1,1.0
FOS,C,RDH10,1.0
FOS,C,RDH12,1.0
FOS,C,REPIN1,1.0
EPAS1,C,SYNPO,1.0
EPAS1,C,SORBS1,1.0
FOS,C,RGS6,1.0
EPAS1,C,SMIM2,1.0
FOS,C,RNF183,1.0
FOS,C,RNF19A,1.0
FOS,C,SERPIND1,1.0
EPAS1,C,PPP1R3C,1.0
EPAS1,C,PTPN12,1.0
EPAS1,C,RASSF3,1.0
EPAS1,C,RND3,1.0
FOS,C,SCAMP2,1.0
FOS,C,RAB4B,1.0
EPAS1,C,RPGR,1.0
FOS,C,S100A7L2,1.0
FOS,C,RRAS2,1.0
FOS,C,RPN1,1.0
FOS,C,RPL23A,1.0
FOS,C,RPAP3,1.0
FOS,C,RNFT2,1.0
FOS,C,SAG,1.0
FOS,C,RAB30,1.0
FOS,C,RAB13,1.0
FOS,C,PTPRR,1.0
ERG,C,CDC42EP3,1.0
FOS,C,PPP1R37,1.0
ERG,C,CDK13,1.0
FOS,C,PPFIBP2,1.0
ERG,C,CHSY1,1.0
FOS,C,POU5F1B,1.0
FOS,C,PPP4R3B,1.0
FOS,C,POR,1.0
FOS,C,PLXNA4,1.0
ERG,C,CSGALNACT1,1.0
FOS,C,PLK5,1.0
FOS,C,PLEKHG3,1.0
FOS,C,PLEKHG1,1.0
ERG,C,DLGAP4,1.0
FOS,C,POLR1D,1.0
FOS,C,SFXN3,1.0
FOS,C,PPP6R3,1.0
ERG,C,CAST,1.0
ERG,C,ABCG1,1.0
FOS,C,PTPRK,1.0
ERG,C,AMOTL1,1.0
FOS,C,PTPN20,1.0
ERG,C,APP,1.0
ERG,C,ARHGEF1,1.0
FOS,C,PRF1,1.0
FOS,C,PTAFR,1.0
FOS,C,PRR5,1.0
ERG,C,ATXN2,1.0
FOS,C,PROK2,1.0
FOS,C,PRNP,1.0
ERG,C,BCL11A,1.0
ERG,C,CACNA1C,1.0
FOS,C,PRSS42P,1.0
FOS,C,SGK2,1.0
PPARG,C,EPAS1,1.0
FOS,C,SH2D4B,1.0
EPAS1,C,BACH1,1.0
FOS,C,TECR,1.0
FOS,C,TDRD3,1.0
EPAS1,C,CHST15,1.0
FOS,C,TCEANC,1.0
FOS,C,TCEA3,1.0
EPAS1,C,ATOH8,1.0
EPAS1,C,CHSY1,1.0
EPAS1,C,CP,1.0
FOS,C,TBC1D31,1.0
EPAS1,C,CRISPLD2,1.0
EPAS1,C,DAB2IP,1.0
FOS,C,TAL2,1.0
FOS,C,TAGLN2,1.0
FOS,C,TBPL2,1.0
FOS,C,SYTL4,1.0
FOS,C,TENT5B,1.0
EPAS1,C,ASAP1,1.0
FOS,C,TMEM219,1.0
FOS,C,TMED10,1.0
EOMES,C,NLGN1,1.0
EOMES,C,NRXN3,1.0
FOS,C,TJP3,1.0
EOMES,C,PPP2R2B,1.0
FOS,C,TFE3,1.0
EOMES,C,SORBS2,1.0
FOS,C,TICRR,1.0
EOMES,C,THSD7A,1.0
EOMES,C,TIAM1,1.0
FOS,C,THUMPD1,1.0
FOS,C,TGM5,1.0
FOS,C,TGIF1,1.0
FOS,C,TINF2,1.0
ERG,C,DOCK4,1.0
